,title,area,numberOfRooms,price,town,district
1990,Sahibinden Kat Kaloriferi 3+1 Kaçırılmayacak Fırsat! Konut Hastalık Sebebiyle Merkeze 5 dk Uzaklıkta,200,3+1,46.500,Kartaltepe,
1991,İSVİÇRE GAYRİMENKUL'DEN YEŞİLKÖY'DE 2+SALON KİRALIK DAİRE,90,2+1,12.500,Yeşilköy,Yeşilköy Mh.
1992,KAYALARDAN FLORYADA 4+2 MASRAFSIZ ÜST DUBLEKS,260,4+2,29.000,Florya,Şenlikköy Mh.
1993,PERSA'dan YEŞİLKÖY SAHİLE YAKIN YENİ BİNADA 2+1 90m2 BAHÇE KATI,90,2+1,16.000,Yeşilköy,Yeşilköy Mh.
1994,SEA PEARL ATAKÖY'DE MUHTEŞEM DENİZ MANZARALI KİRALIK 2+1 DAİRE,200,2.5+1,65.000,Ataköy,Ataköy 2-5-6. Kısım Mh.
1995,ERPAY'DAN KİRALIK TERTEMİZ 1+1 200M2 YÜKSEK GİRİŞ DAİRE,200,1+1,22.500,Florya,Şenlikköy Mh.
1996,ATAKÖY 9.KISIM ATRİUM YANI TADİLATLI MOBİLYALI (40m2) LÜX OFİS,40,1+1,11.000,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
1997,TENİLAY 'DAN YEŞİLYURTTA KİRALIK 4+1,140,4+1,70.000,Yeşilköy,Yeşilyurt Mh.
1998,BAKIRKÖY-ZEYTİNLİK MAHALLESİNDE KİRALIK 200 m2 DUBLEKS DAİRE,240,5+1,18.000,Zeytinlik,
1999,ATAKÖY 5.KISIM ÖN SIRA A BLOKLARDA 2+1,110,2+1,13.250,Ataköy,Ataköy 2-5-6. Kısım Mh.
2000,FLORİUM DAN KORU FLORYA DA İYİ KONUMLU 5+1 250m2LÜX ARAKAT DAİRE,280,5+1,72.000,Florya,Şenlikköy Mh.
2001,Florya da bahçe katı 3+1 Kiralık Daire,150,3+1,27.000,Florya,Şenlikköy Mh.
2002,Serdar Şenol dan Deprem Sonrası Asansörlü Üst Dubleks,250,4+2,40.000,Florya,Basınköy Mh.
2003,Flyinn 2 Residence 4+1 Orta Kat Kiralık Daire,250,4+1,40.000,Florya,Şenlikköy Mh.
2004,KAYALARDAN Florya'da Site İçerisinde 4+1 Lüks Arakat Daire,260,4+1,46.500,Florya,Şenlikköy Mh.
2005,"Pruva 34'te, Kiralik 6+2, 725m2, Panaromik Deniz Manzaralı",719,7+2,180.000,Cevizlik,Sakızağacı Mh.
2006,Bakırköyde merkezde,120,3+1,16.000,Kartaltepe,
2007,**ŞENER EMLAK'TAN**ATAKÖY 5.KISIM ÇARŞI YANI E-2-BLOK TEMİZ 3+1,125,3+1,15.000,Ataköy,Ataköy 2-5-6. Kısım Mh.
2008,İSTANBUL CADDESİ ÜZERİNDE 1+1 TADİLATLI EŞYALI KİRALIK DAİRE,60,1+1,15.000,Cevizlik,
2009,POZİTİF'TEN ATAKÖY KONAKLARINDA A TİPİ ÖN CEPHE 4+1 KİRALIK,270,4+1,50.000,Ataköy,Ataköy 2-5-6. Kısım Mh.
2010,KW FATOŞ YAZ | ISYERI KULLANIMINA UYGUN BAKIRKOY'DE 2+1 KIRALIK,125,2+1,15.000,Cevizlik,
2011,ATAKÖY 9.KISIM SÜPER KONUMLU ATRIUM KARŞISI BOŞ 3+1 KİRALIK,125,3+1,14.300,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
2012,PERSA'dan DENİZE SIFIR PRESTİJLİ SİTEDE 4+1 240m2 KİRALIK ARAKAT,240,4+1,45.000,Yeşilköy,Yeşilköy Mh.
2013,CARISMA'DAN ŞENLİKKÖY FLORYA 'DA BAHÇE KEYİFLİ KİRALIK 3+1 DAİRE,220,3+1,32.000,Florya,Şenlikköy Mh.
2014,BAKIRKÖY OSMANİYEDE BOŞ KİRALIK 2+1 TEMİZ DAİRE,80,2+1,9.000,Kartaltepe,Osmaniye Mah.
2015,İNCİRLİ CAD.DE OFİSE GÜZELLİK MERKEZLERİNE 3+1 160 M2 KİRALIK,160,3+1,12.000,Kartaltepe,
2016,*** FUL TADİLATLI *** MODERN DEKORASYONLU 1+1,40,1+1,12.000,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
2017,Florya Merkezde Kiralık Daire,90,2+1,10.000,Florya,Şenlikköy Mh.
2018,TURYAP'DAN KİRALIK BAKIRKÖY'DE BEKARA UYGUN 105 M2 DAİRE,105,2+1,7.500,Cevizlik,Sakızağacı Mh.
2019,TURYAPTAN YEŞİLYURTTA 2+1@100M2.İÇİ FUL BAKIMLI BAHÇEKATI DAİRE.,100,2+1,15.000,Yeşilköy,Yeşilyurt Mh.
2020,YEŞİLYURT EKİN SOKAKTA 400M2 SIFIR ÇATI DUBLEXİ,400,6+2,60.000,Yeşilköy,Yeşilyurt Mh.
2021,ATAKÖY ATRİUM AVM KARŞISI ÇOK TEMİZ 3+1 ÖŞE DAİRE,125,3+1,15.000,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
2022,XY GAYRİMENKUL'DEN YEŞİLKÖYDE OFİS İÇİN UYGUN KİRALIK 2+1,95,2+1,16.000,Yeşilköy,Yeşilköy Mh.
2023,"BUTIK SITEDE 6+2. SPACIOUS, LUXURY, FAMILY SMART HOME SYSTEM",400,6+2,110.000,Florya,Şenlikköy Mh.
2024,STARS^DAN TADİLATLI ADAKALLEDE MARMAR YAKINI 4+1-170m2 BAHÇEKATI,180,4+1,25.000,Florya,Şenlikköy Mh.
2025,CEKA'DAN ADAKALE'DE GÜVENLİKLİ SİTE İÇİNDE 4+1 280 M2 BAHÇE KATI,280,4+1,45.000,Florya,Şenlikköy Mh.
2026,FLORYA'DA DEPREM SONRASI ARA KAT KİRALIK DAİRE,250,4+1,29.000,Florya,Şenlikköy Mh.
2027,MUFİT EMLAKTAN KİRALIK MERKEZDE TEMİZ FERAH ARAKAT 3+1,160,3+1,15.500,Florya,Şenlikköy Mh.
2028,DEMAX AYŞEGÜLDEN KORU FLORYADA DENİZ MANZ 5+1 LÜX KİRALIK,280,5+1,72.000,Florya,Şenlikköy Mh.
2029,ROUTE İSTANBUL 2+1 KİRALİK شقة للإيجار جانب المترو (FOR RENT),174,2+1,17.000,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
2030,Ataköy 5 kısım E-2-2 blokta boyası badanası yapılmış daire,135,3+1,15.000,Ataköy,Ataköy 2-5-6. Kısım Mh.
2031,DÜNYAN EMLAK - NİVO ATAKÖY KIRALIK 1+1 DAİRE نتكلم عربي,53,1+1,12.000,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
2032,MEYDANA YAKIN KULLANIŞLI ŞIK ARAKAT,60,1+1,7.000,Cevizlik,
2033,FLORYADA KİRALIK DAİRE MARMARAYA YAKIN,190,4+1,23.000,Florya,Şenlikköy Mh.
2034,FLORYA ŞENLİK' TE 50 M2 SALONLU GENİŞ VE BAKIMLI 3+1 DAİRE,180,3+1,20.000,Florya,Şenlikköy Mh.
2035,İNCİRLİ EMLAKTAN İNCİRLİDE 3+1 KOMBİLİ 4 ARAKAT 120 M2.,120,3+1,11.500,Kartaltepe,
2036,BAKIRKÖYDE EŞYALI ÖĞRENCİYE YABANCIYA BEKARA KİRALIK 3+1 DAİRE,125,3+1,12.000,Cevizlik,Sakızağacı Mh.
2037,ATAKÖY NEF 22 1+1 BOŞ KİRALIK DAİRE FOR RENT,60,1+1,12.000,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
2038,BAKIRKÖY SAHİL ODA GÜVENLİ TEMİZ HER ŞEYİ OLAN DÖŞELİ EVDE 1 ODA,135,3+1,3.500,Zeytinlik,
2039,OKÇU GAYRİMENKUL'DEN YEŞİLKÖYDE 2+1 BAHÇE KATI KİRALIK DAİRE,110,2+1,18.000,Yeşilköy,Yeşilköy Mh.
2040,120 M2 1.KAT BAKIMLI EŞYALI,120,3+1,10.000,Zuhuratbaba,
2041,FLORİUM DAN ADAKALE DE DEPREM SONRSI 3+1 180m2 KİRALIK ARAKAT,190,3+1,30.000,Florya,Şenlikköy Mh.
2042,FLORYADA YENİ BİNA BAHÇE KULLANIMLI FULL MOBİLYALI DAİRE,160,2+1,20.000,Florya,Şenlikköy Mh.
2043,floryada kiralık daire temiz kullanışlı toplu taşımaya yakın,250,4+1,22.000,Florya,Şenlikköy Mh.
2044,ŞEBNEM ÖZGÜL'DEN Florya'da Orman Man.4+1 Kiralık Ara Kat Daire,220,4+1,23.500,Florya,Basınköy Mh.
2045,BAKIRKÖY KARTALTEPE'DE 5+1 KİRALIK DAİRE,200,5+1,15.000,Kartaltepe,
2046,FATİH&GÜL Emlaktan caddede 3+1 orta,150,3+1,30.000,Florya,Şenlikköy Mh.
2047,BAYRAKTAR'DAN YUNUS EMRE SİTESİNDE FULL TADİLATLI KİRALIK 3+1,110,3+1,15.000,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
2048,AYKUT SELÇUK YILMAZ EMLAKTAN ADAKALEDE MANZARALI 7+2 DUBLEX,480,7+2,60.000,Florya,Şenlikköy Mh.
2049,FLORYADA KİRALIK İŞYERİ OFİS CADDE ÜZERİ,210,3+1,30.000,Florya,Şenlikköy Mh.
2050,STARS^DAN HAVUZLU-GÜVENLİKLİ SİTEDE LÜX 5+1-280 M2 ARAKAT,300,5+1,40.000,Florya,Şenlikköy Mh.
2051,İNCİRLİ CADDESİNDE 3+1 110 M2 TEMİZ KİRALIK DAİRE,110,3+1,11.000,Zuhuratbaba,
2052,DEMAX'DAN FLORYA CADDESİNE YAKIN KONUMDA 3+1 ARAKAT DAİRE,160,3+1,17.500,Florya,Şenlikköy Mh.
2053,Pozitif Emlak'tan Ataköy 5.kısımda 3+1 Kiralık Ön daire,120,3+1,14.500,Ataköy,Ataköy 2-5-6. Kısım Mh.
2054,GÜNYÜZÜ EMLAKTAN - ADAKALEDE MARMARAYA YAKIN 5+1 ARAKAT,310,5+1,27.000,Florya,Şenlikköy Mh.
2055,Metro yanı Eşyalı Kiralık Daire Faturalar Dahil Tek kişi,30,1+0,7.500,Zuhuratbaba,
2056,BAKIRKÖY KİRALIK DAİRE EŞYALI İKİ ARTI BİR ARA KAT OTOPARKLI,110,2+1,19.700,Zuhuratbaba,
2057,PYRAMID'DEN ATAKÖY 9-10 KISIM FULL EŞYALI 2+1 KİRALIK,110,2+1,14.000,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
2058,PİRAMİT'TEN HAVUZLU GÜVENLİKLİ SİTE BAHÇE TRİPLEKSİ KİRALIK 4+2,350,4+2,47.500,Yeşilköy,Yeşilköy Mh.
2059,CEKA'DAN ADAKALE MARMARAY BÖLGESİNDE ARA KAT 5+1 300 M2 KİRALIK,300,5+1,27.000,Florya,Şenlikköy Mh.
2060,DEMAX AYŞEGÜLDEN ŞENLİKKÖYDE ÇARŞIDA 3+1 160M2 ARAKAT KİRALIK,160,3+1,17.500,Florya,Şenlikköy Mh.
2061,Şebnem Özgül'de Şenlikköyde Full Yenilenmiş 2+1 Teras Katı Daire,110,2+1,15.000,Florya,Şenlikköy Mh.
2062,BASINKÖY FİKRET GÜL EMLAK TAN 620m2 NET DENİZ MANZARALI DUBLEKS,700,8+2,45.000,Florya,Basınköy Mh.
2063,EKŞİNAR KONAKLARINDA DENİZ VE ORMAN MANZARALI DAİRE,258,4+1,85.000,Florya,Şenlikköy Mh.
2064,UĞUR EMLAK'TAN YEŞİLKÖY'DE EŞYALI (2+1) 85m2 KİRALIK DAİRE,90,2+1,15.600,Yeşilköy,Yeşilköy Mh.
2065,BAKIRKÖY ZUHURATBABA'DA KİRALIK EŞYALI DAİRE,140,3+1,10.500,Zuhuratbaba,
2066,BAKIRKÖYDE İNCİRLİ CADDESİNE 1dk 2+1 KİRALIK BOŞ DAİRE,105,2+1,10.000,Kartaltepe,
2067,4E ADAKALE'DE GÜVENLİKLİ SİTE İÇİNDE 4+1 280 BAHÇE KATI,280,4+1,45.000,Florya,Şenlikköy Mh.
2068,"EKSPER'DEN İNCİRLİ'DE, E-5 METRO METROBÜS YAKINI 120M2 BALKONLU",120,2+1,11.800,Kartaltepe,
2069,YEŞİLYURT EMLAKTAN YEŞİLKÖYDE 2+SALON 115m2 EŞYALI KİRALIK DAİRE,115,2+1,23.000,Yeşilköy,Yeşilköy Mh.
2070,ALİ KEMAL'DEN ATAKÖY 9 DA BÜYÜK B TİPİ BOŞ 2+1,105,2+1,12.000,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
2071,**ŞENER EMLAK'TAN**ATAKÖY 1.KISIM A-BLOK TEMİZ GÜZEL KONUMDA 5+1,170,5+1,20.000,Ataköy,Ataköy 1. Kısım Mh.
2072,"FLORYA DA FUL DENİZ MANZARALI,EŞYALI SÜPER LÜKS DUBLEKS DAİRE",500,5+2,90.000,Florya,Şenlikköy Mh.
2073,Nivo Ataköy E5 Kenarında Balkonlu Deniz Manzaralı 2+1 daire,118,2+1,17.000,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
2074,Pozitif Emlak'tan Ataköy 5.Kısımda Süper Komumlu 3+1,120,3+1,19.500,Ataköy,Ataköy 2-5-6. Kısım Mh.
2075,YEŞİLYURT EMLAKTAN YEŞİLYURTTA LÜKS 5+SALON 400M2 KİRALIK DUBLEX,400,5+1,45.000,Yeşilköy,Yeşilyurt Mh.
2076,PROJE YEŞİLYURT'TAN DENİZE SIFIR YEŞİLLİKLER İÇİNDE 4+1 KİRALIK,260,4+1,35.000,Yeşilköy,Yeşilköy Mh.
2077,SECRET house'dan اراکات مبله کامل,240,4+1,33.000,Florya,Şenlikköy Mh.
2078,GÜNYÜZÜ EMLAKTAN - GS TESİSLERİNDE ASANSÖRLÜ OTOPARKLI 4+1,210,4+1,35.000,Florya,Şenlikköy Mh.
2079,**ŞENER EMLAK'TAN**ATAKÖY 5.KISIM ÇARŞI YANI TEMİZ A-BLOK,117,3+1,15.000,Ataköy,Ataköy 2-5-6. Kısım Mh.
2080,"YALI ATAKÖY'DE 1+1 99m2, EBEVEYN BANYOLU, KİRALIK",99,1+1,25.500,Ataköy,Ataköy 2-5-6. Kısım Mh.
2081,CEKADAN FLORYADA LÜX EŞYALI KİRALIK DAİRE( KISA DÖNEM VERİLİR ),120,2+1,22.000,Florya,Şenlikköy Mh.
2082,Emre Ulu'dan Koru Floryada Peyzaj Man.5+1-250m2 Kiralık Arakat,280,5+1,72.000,Florya,Şenlikköy Mh.
2083,PRO TEAM'DEN YEŞİLKÖY'DE 2+1 BAHÇE KATI DAİRE,90,2+1,18.000,Yeşilköy,Yeşilköy Mh.
2084,NEŞE EMLAKTAN ATAKÖY 9-10 KISIM 2+1 KİRALIK BÜYÜK B TİPİ DAİRE,115,2+1,14.000,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
2085,3 + 1'den bozma geniş 2 + 1 çift cepheli kombili daire,120,2+1,8.500,Cevizlik,
2086,DEMAX'DAN DEPREM SONRASI EŞYALI GENİŞ FERAH 4+1 ARAKAT DAİRE,240,4+1,33.000,Florya,Şenlikköy Mh.
2087,ZEYTİNLİK CAROUSEL ARKASI 1+1TADİLATI YAPILMIŞ TEMİZ,65,1+1,6.900,Zeytinlik,
2088,"Turyap'tan, Pruva 34'te, 6+2, 720m2, Deniz Manzaralı Lüx Dublex",720,6+2,180.000,Cevizlik,Sakızağacı Mh.
2089,KURTULUŞ REAL ESTATE PRUVA 34 | 6+2 EŞSİZ LÜKS DUBLEKS,718,6+2,170.000,Cevizlik,Sakızağacı Mh.
2090,İncirli Cadde Üzeri - DAİRE VEYA OFİS ŞEKLİNDE KULLANILABILIR,125,3+1,11.500,Zuhuratbaba,
2091,BASINKÖYDE 4 KATLI DENİZ VE GÖL MANZARALI KİRALIK VİLLA,550,4+1,40.000,Florya,Basınköy Mh.
2092,AY YILDIZ EMLAKTAN BAKIRKÖYDE ZEYTİNLİK MAH. 3+2 KİRALIK DAİRE,220,3+2,18.000,Zeytinlik,
2093,YEŞİLYURT EMLAK'TAN MUHTEŞEM SİTEDE KİRALIK 4+1 ARA KAT,250,4+1,45.000,Yeşilköy,Yeşilköy Mh.
2094,YEŞİLYURT EMLAKTAN DENİZE SIFIR LÜKS 3+SALON 130m2 KİRALIK DAİRE,130,3+1,40.000,Yeşilköy,Yeşilyurt Mh.
2095,ATAKÖY 9/10 KISIMDA 3+1 BOŞ KÖŞE KİRALIK DAİRE ATRİUM YANI,125,3+1,15.500,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
2096,"HİTİT'TEN ATAKÖY SEAPEARL DE DENİZ MANZARALI ARA KAT 4,5+1",280,4.5+1,70.000,Ataköy,Ataköy 2-5-6. Kısım Mh.
2097,Emlak Ofisinden 2+1 Sahibinden Son 3 gün! Kiralık Doğalgaz (Kombi) Çok Uygun,80,2+1,72.000,Florya,Basınköy Mh.
2098,CARISMA'DAN ATAKÖY KONAKLARI 'NDA C TİPİ DOĞU CEPHE KİRALIK 3+1,175,3+1,35.000,Ataköy,Ataköy 2-5-6. Kısım Mh.
2099,GÜNYÜZÜ EMLAKTAN FLORYA SİTEDE MOBİLYALI 4+1 KİRALIK,300,4+1,60.000,Florya,Şenlikköy Mh.
2100,SECRET House'dan masrafsız bahçe kullanımlı 3+1 (Yeni ilan),185,3+1,17.000,Florya,Şenlikköy Mh.
2101,SECRET house'dan 3،5+1 با استفاده فعال باغ,160,3+1,11.500,Florya,Basınköy Mh.
2102,KORU FLORYA SİTESİNDE DENİZ MANZARALI (SEA VİEW),280,5+1,72.000,Florya,Şenlikköy Mh.
2103,BAKIRKÖY KARTALTEPE SAHİBİNDEN Kiralik 2+1 daire,95,2+1,8.000,Kartaltepe,Osmaniye Mah.
2104,PROJE YEŞİLYURT'DAN DENİZ MANZARALI LÜKS 5+2 (380m2) DUBLEKS,420,5+2,90.000,Yeşilköy,Yeşilköy Mh.
2105,MÜKEMMEL TADİLATLI-D.M­ANZARALI-ÇOK KEYİFLİ 2+1,110,2+1,17.000,Ataköy,Ataköy 2-5-6. Kısım Mh.
2106,4E GAYRİMENKUL ADAKALE'DE 5+1 300M2 ARA KAT,300,5+1,27.000,Florya,Şenlikköy Mh.
2107,İNCİRLİ CAD. YAKİNİ 3+1 ASANSÖRLÜ 3 KAT 12500 TL. İSYERİNE UYGUN,155,3+1,12.500,Kartaltepe,
2108,FLORYA ADAKALEDE LÜKS EŞYALI HAVUZLU 4 + 1 BAHÇE KATI,250,4+1,35.000,Florya,Şenlikköy Mh.
2109,CE'KADAN ADEKALEDE LÜX EŞYALI KISA DÖNEM 2+1 125 M2 ARA KAT,125,2+1,22.000,Florya,Şenlikköy Mh.
2110,BAKIRKÖY YENİ MAHALLE'DE 2+1 80 M2 KİRALIK MASRAFSIZ DAİRE,80,2+1,8.000,Cevizlik,Yenimahalle Mah.
2111,TEMİZ BAKIMLI 3+1,120,3+1,10.000,Kartaltepe,
2112,KİRALIK BAKIRKÖY'ÜN MERKEZİNDE 200 M2 DUBLEKS DAİRE,240,4+1,18.000,Zeytinlik,
2113,BAŞARAN'DAN ATAKÖY YUNUS EMRE SİTESİNDE 3+1 FULL MOBİLYALI,110,3+1,15.000,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
2114,FULYA EMLAK ATAKÖY 'den 2.KISIM H-BLOKLARDA 2+1 DENİZ MANZARALI,115,2+1,16.500,Ataköy,Ataköy 2-5-6. Kısım Mh.
2115,Şebnem Özgül'den Adakale'de 5+1 kiralık tripleks daire,400,5+1,22.000,Florya,Şenlikköy Mh.
2116,Emre Ulu'dan Koru Floryada e-5 Cepheli 3+1 Kiralık Arakat Daire,180,3+1,38.000,Florya,Şenlikköy Mh.
2117,STARS^DAN KORU-FLORYA'DA KÖŞEDE SÜPER LÜX 5+1-270m2 ARAKAT,290,4.5+1,72.000,Florya,Şenlikköy Mh.
2118,GLOBAL^DEN BASINKÖYDE 230m2 4+1 DENİZ MANZARALI ORTA KAT,250,4+1,35.000,Florya,Basınköy Mh.
2119,İNCİRLİ CADDESİ ÜZERİ SAHİBİNDEN KİRALIK DAİRE,110,3+1,11.000,Zuhuratbaba,
2120,POLAT'TAN DENİZ MANZARALI DUBLEKS DAİRE,175,4+1,16.500,Kartaltepe,
2121,NOSTALJİ'DEN 2+1 İÇERİSİ FUL YAPILI DAİRE!!!,95,2+1,8.000,Cevizlik,Sakızağacı Mh.
2122,DEPREM SONRASI 5+1 ASANSÖRLÜ DUBLEX CAPACİTY KARŞISINDA 18000TL,200,5+1,18.000,Zeytinlik,
2123,"BAKIRKÖY'DE KARTALTEPE,DE CADDE ÜZERİNDE KİRALIK DAİRE, 2+1",85,2+1,8.500,Kartaltepe,
2124,SECRET house'dan 4 katlı işyerine uygun müstakil,1.550,10,Üzeri,Florya,Şenlikköy Mh.
2125,FLORİUM DAN GS TESİSLERİ YAKINI ASANSÖRLÜ 2+1 140m2 TERAS KATI,180,2+1,23.000,Florya,Şenlikköy Mh.
2126,YILDIZ DAN AYLIK YILLIK FULL EŞYALI DENİZ MAN ÇATI KATI,180,3+1,32.000,Florya,Şenlikköy Mh.
2127,EKOL_DEN ATAKÖY 5.KISIMDA KİRALIK 3+1 DAİRE,116,3+1,14.000,Ataköy,Ataköy 2-5-6. Kısım Mh.
2128,YEŞİLYURTTA DENİZE SIFIR MANZARALI 4+1@220M. ULTRA LÜKS DAİRE.,220,4+1,63.000,Yeşilköy,Yeşilyurt Mh.
2129,Bakırköy Kartaltepe Marmaray Yanı 3+1 Balkonlu Geniş Ferah Uzman,130,3+1,9.500,Kartaltepe,
2130,BAKIRKÖY KARTALTEPE 2+1 KAPALI OTOPARK ANKASTRE MUTFAK YENİ BİNA,80,2+1,12.000,Kartaltepe,
2131,YEŞİLKÖY TURYAP'DAN YEŞİLKÖY DE 3+1 130M2 ARA KAT KİRALIK DAİRE,130,3+1,14.000,Yeşilköy,Yeşilköy Mh.
2132,ATAKÖY YUNUSEMRE SİTESİNDE TADİLATLI TEMİZ 3+1 KİRALIK,135,3+1,15.500,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
2133,POZİTİF'TEN 2.KISIMDA KISA KATLIDA 3+1 TADİLATLI KİRALIK DAİRE,145,3+1,25.000,Ataköy,Ataköy 2-5-6. Kısım Mh.
2134,KORU FLORYA'DA DENİZ PEYZAJ MANZARALI KİRALIK DAİRE,280,5.5+1,72.000,Florya,Şenlikköy Mh.
2135,ŞEBNEM ÖZGÜL'DEN Florya Merkezde 5+1 Full Eşyalı Keyifli Dubleks,250,5+1,25.000,Florya,Şenlikköy Mh.
2136,YEŞİLYURT EMLAK'TAN LÜKS EŞYALI KİRALIK 3+1 EBEVEYNLİ DAİRE,200,3.5+1,30.000,Yeşilköy,Yeşilyurt Mh.
2137,CARISMA'DAN ATAKÖY 7-8 'DE ARA KAT ÖNÜ AÇIK KİRALIK 1+1 DAİRE,55,1+1,9.750,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
2138,FLORYA ŞENLİKKÖY BEYTİ YANI 3+1,150,3+1,22.000,Florya,Şenlikköy Mh.
2139,EKOL_DEN ATAKÖY 9_10 KISIMDA 2+1 MOBİLYALI DAİRE,100,2+1,15.000,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
2140,3+1 aile bayan öğrenciler ve hemşire öğretmene de uygundur,110,3+1,9.250,Cevizlik,
2141,KAYALARDAN ADAKALEDE SİTE İÇİ EŞYALI LÜKS BAHÇE KATI,120,2+1,30.000,Florya,Şenlikköy Mh.
2142,KİRALIK ODA-EV ARKADAŞI-LÜTFEN OKUYUN-Rent-sharing roommate,110,2+1,4.000,Cevizlik,Yenimahalle Mah.
2143,FLORYA ŞENLİKKÖY'DE BEYTİ YANINDA HAVUZLU BİNA DA 7+2 KİRALİK,300,7+2,45.000,Florya,Şenlikköy Mh.
2144,"STARS^DAN FULL EŞYALI ASANSÖRLÜ,HAVUZLU 5+1-300M2 LÜX DUBLEX",350,5+1,40.000,Florya,Şenlikköy Mh.
2145,BAKIRKÖYDE KİRALIK DAİRE,80,2+1,7.000,Zuhuratbaba,
2146,KAYALARDAN MOBİLYALI CADDEYE YAKIN 4+1 ARA KAT,240,4+1,35.000,Florya,Şenlikköy Mh.
2147,KAYALARDAN OFİSE KONUTA FLORYA HATBOYUNDA MÜSTAKİL GİRİŞLİ VİLLA,400,4+2,80.000,Florya,Şenlikköy Mh.
2148,YALI ATAKÖY'DE KİRALIK 2+1 112 m2 KİRALIK DAİRE,112,2+1,45.000,Ataköy,Ataköy 2-5-6. Kısım Mh.
2149,SECRET house'dan شقة فاخرة مطلة على البحر والغابات,280,4+1,80.000,Florya,Şenlikköy Mh.
2150,FLORYA'DA SÜPER LÜKS ARA KAT DAİRE,220,4+1,46.000,Florya,Şenlikköy Mh.
2151,Emre Ulu'dan Ekşinar Peyzaj Cephe 2.Kat 3+1-190m2 Arakat Kiralık,205,3+1,44.000,Florya,Şenlikköy Mh.
2152,PYRAMID'DEN ATAKÖY 11.KISIM 2.ETAP TADİLATLI LÜX DUBLEX DAİRE,200,4+1,25.000,Ataköy,Ataköy 3-4-11. Kısım Mh.
2153,MÜFİT EMLAKTAN KİRALIK MERKEZDE ASANSÖRLÜ 3+1 ARAKAT,160,3+1,15.500,Florya,Şenlikköy Mh.
2154,GLOBAL*DEN FIRSAT..YEŞİLKÖY'DE 4+2 230 m2 SIFIR DUBLEX DAİRE,260,4+2,50.000,Yeşilköy,Yeşilköy Mh.
2155,10 YILLIK BİNADA İNCİRLİ KONAKLARI KARŞISI 2+1 100 M2 KİRALIK,100,2+1,13.000,Kartaltepe,Osmaniye Mah.
2156,TNT'DEN YEŞİLKÖY'DE YENİ BİNA'DA 2+1 BAHÇE KAT,90,2+1,17.500,Yeşilköy,Yeşilköy Mh.
2157,Şebnem Özgül'den Basınköy'de Orman Manz. Ferah 4+1 Kiralık Daire,240,4+1,23.000,Florya,Basınköy Mh.
2158,EKŞİNAR KONAKLARI FLORYA DA DENİZ MANZARALI KİRALIK 4+1 ARA KAT,258,4+1,80.000,Florya,Şenlikköy Mh.
2159,Florya'da süper lüx full eşyalı kiralık daire,250,4+1,38.000,Florya,Şenlikköy Mh.
2160,GLOBAL^DEN EKŞİNAR KONAKLARIN'DA 4+1 250m2 DENİZ MANZARALI KAT,258,4+1,80.000,Florya,Şenlikköy Mh.
2161,Bakırköy Zuhuratbaba'da özel tasarımlı müstakil girişli daire.,120,3+1,12.000,Zuhuratbaba,
2162,TNT'DEN DENİZ MANZARALI 5+2 DUBLEX,430,5+2,80.000,Yeşilköy,Yeşilköy Mh.
2163,FLORYA DA KEYİFLİ TERASLI DENİZ MANZARALI MASRAFSIZ DAİRE,250,4+1,35.000,Florya,Şenlikköy Mh.
2164,BAKIRKÖYDE 2008 YAPIMI TERASLI DENİZ MANZARALI DUBLEKS 4+1 195M2,195,4+1,16.500,Kartaltepe,
2165,Ataköy 5. Kısım A bloklarda sahibinden eşyalı kiralık,110,2+1,17.500,Ataköy,Ataköy 2-5-6. Kısım Mh.
2166,YEŞİLKÖY DE TÜM SOSYAL OLANAKLARI OLAN SİTEDE ARAKAT,240,4+1,45.000,Yeşilköy,Yeşilköy Mh.
2167,FLORYA'DA FİKRET GÜL EMLAKTAN ANA CADDE ÜZERİNDE 3+1 ARA KAT,150,3+1,30.000,Florya,Şenlikköy Mh.
2168,FLORYA'DA FİKRET GÜL EMLAKTAN ANA CADDE ÜZERİNDE 3+1 ARA KAT,150,3+1,30.000,Florya,Şenlikköy Mh.
2169,Selenium Retro'da Yüksek Katta Deniz Manzaralı Eşyalı Daire,78,1+1,15.500,Ataköy,Ataköy 7-8-9-10. Kısım Mh.
2170,Şebnem Özgül'den Florya merkezde 3+1 arakat kiralık daire,165,3+1,17.500,Florya,Şenlikköy Mh.
